MapRefNo,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Renovated,latitude,longitude,isu_dist,airport_dist,downtown_dist,price_per_area
534403050,1092,5.161368002234974,1-STORY 1946 & NEWER ALL STYLES,RL,1.8750612633917,17.662220649288756,1.0,None,3.0,Lvl,AllPub,Inside,2.0,NAmes,Norm,Norm,1Fam,1Story,6,7,1964,1964,Hip,CompShg,HdBoard,HdBoard,Stone,260.0,0.8725028398084707,2.0,CBlock,2.754406441726428,2.4341454443074553,1.8576374438380683,2.4720498500137325,787.0,4.119873494213048,0.0,305.0,1092.0,GasA,4.0,1.0,SBrkr,1092,0,0,1.0,0.0,1,0,3,1,0.9106778858731488,6,7.0,0,0.0,Attchd,1964.0,2.5752869056400822,2.0,504.0,2.11249557097178,2.2141698787055115,2.0,0,0,0,0,0,0,0.08467418783409197,0.6756228875617447,None,0,7,2008,WD ,Normal,No,42.041943686868684,-93.62761807070707,1.3059762634320458,3.5628780749939475,1.1836648072508325,132.78388278388277
914452060,1664,5.161368002234974,DUPLEX - ALL STYLES AND AGES,RL,1.8129133566428557,17.71734597589024,1.0,None,3.0,Lvl,AllPub,Inside,2.0,Mitchel,Norm,Norm,Duplex,1Story,6,5,1978,1978,Gable,CompShg,Plywood,Plywood,None,0.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,2.4341454443074553,2.4316970238237707,3.3676872539035188,0.0,4.119873494213048,0.0,1664.0,1664.0,GasA,2.191491427869529,1.0,SBrkr,1664,0,0,0.0,0.0,2,0,4,2,0.9106778858731488,10,7.0,0,0.0,2Types,1978.0,1.1946754417305403,2.0,616.0,2.11249557097178,3.0,2.0,0,0,0,0,0,0,0.08467418783409197,0.0,None,0,10,2006,WD ,Normal,No,41.99436430952381,-93.6064848452381,3.0361626622725404,0.846587371564447,2.286572895776311,87.13942307692308
903401050,1505,5.161368002234974,1.5 STORY FINISHED ALL AGES,RL,1.7477663409046142,18.013703313839187,1.0,Pave,3.0,Lvl,AllPub,Inside,2.0,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1940,1982,Gable,CompShg,MetalSd,MetalSd,None,0.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,2.4341454443074553,1.8576374438380683,2.4720498500137325,399.0,4.119873494213048,0.0,484.0,883.0,GasA,2.6953520732144733,1.0,SBrkr,988,517,0,1.0,0.0,1,0,3,1,0.9106778858731488,8,7.0,0,0.0,Detchd,1940.0,1.1946754417305403,1.0,240.0,2.11249557097178,3.0,0.0,0,0,0,0,0,0,0.08467418783409197,0.0,None,0,7,2008,WD ,Normal,Yes,42.02714385096228,-93.62547083203638,0.9880539105896328,2.5360167822423296,0.3873665713670243,96.34551495016613
909251080,1316,5.161368002234974,2-STORY 1945 & OLDER,RL,1.8195439355418688,17.94731391859518,1.0,None,3.0,Bnk,AllPub,Inside,2.0,Crawfor,Norm,Norm,1Fam,2Story,6,6,1926,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,0.8725028398084707,2.0,BrkTil,1.2746243075610355,2.4341454443074553,1.8576374438380683,2.7052722588006533,379.0,4.119873494213048,0.0,265.0,644.0,GasA,4.0,1.0,SBrkr,672,644,0,1.0,0.0,1,0,2,1,0.9106778858731488,6,7.0,1,2.2533270170006707,Detchd,2001.0,1.1946754417305403,1.0,369.0,2.11249557097178,3.0,0.7617944366025604,0,0,0,0,192,0,0.08467418783409197,0.6756228875617447,None,0,7,2008,WD ,Normal,Yes,42.01780281632653,-93.64647512244898,0.7039231878877007,2.2651559390836096,1.5790991783024086,110.1823708206687
534276230,1712,5.161368002234974,DUPLEX - ALL STYLES AND AGES,RL,1.845098040014257,17.72058852011665,1.0,None,3.0,Lvl,AllPub,Corner,2.0,NAmes,Norm,Norm,Duplex,1Story,5,5,1959,2005,Gable,CompShg,MetalSd,MetalSd,BrkFace,122.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,2.4341454443074553,1.8576374438380683,2.4364887050400963,528.0,4.119873494213048,0.0,1098.0,1626.0,GasA,4.0,1.0,SBrkr,1712,0,0,0.0,0.0,2,0,4,2,0.9106778858731488,8,7.0,0,0.0,Attchd,2005.0,3.0,2.0,588.0,2.11249557097178,3.0,2.0,272,54,0,0,0,0,0.08467418783409197,0.0,None,0,6,2006,WD ,Family,Yes,42.042240595347536,-93.62228029253552,1.5173373477546048,3.5719820056579485,1.117877048165606,84.69626168224299
909275020,1958,5.161368002234974,DUPLEX - ALL STYLES AND AGES,RH,1.9138138523837167,17.17490170348126,1.0,None,0.9017818831033207,HLS,AllPub,Inside,2.0,Crawfor,Norm,Norm,Duplex,2Story,6,6,1946,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,423.0,0.8725028398084707,2.0,CBlock,2.754406441726428,2.4341454443074553,1.8576374438380683,2.4720498500137325,484.0,4.119873494213048,0.0,495.0,979.0,GasA,2.191491427869529,0.0,FuseF,979,979,0,0.0,0.0,2,0,4,2,0.9106778858731488,8,7.0,0,0.0,Attchd,1946.0,1.1946754417305403,2.0,492.0,2.11249557097178,3.0,2.0,0,0,0,0,0,0,0.08467418783409197,0.0,None,0,8,2007,WD ,Normal,Yes,42.02012720689655,-93.64385572413794,0.5386935343498473,2.3326161477541483,1.3975294176196642,74.05515832482125
535476110,941,5.161368002234974,DUPLEX - ALL STYLES AND AGES,RL,1.8750612633917,17.80516063096342,1.0,None,0.9017818831033207,Lvl,AllPub,Inside,2.0,NAmes,Norm,Norm,Duplex,SFoyer,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,124.0,0.8725028398084707,1.4825494664808143,CBlock,2.754406441726428,2.4341454443074553,2.7219867696906777,6.0,941.0,4.119873494213048,0.0,0.0,941.0,GasA,2.6953520732144733,1.0,SBrkr,941,0,0,1.0,0.0,1,0,2,1,2.2636393278340137,4,7.0,0,0.0,Attchd,1978.0,1.1946754417305403,2.0,564.0,2.11249557097178,3.0,2.0,0,40,0,0,0,0,0.08467418783409197,0.0,None,0,11,2009,WD ,Normal,No,42.03797473457035,-93.6039140588975,2.2078673853398727,3.408360695808148,1.0813772291656136,154.09139213602552
905200490,960,5.161368002234974,SPLIT OR MULTI-LEVEL,RL,1.877307342556431,18.408187179547213,1.0,None,0.9017818831033207,Lvl,AllPub,CulDSac,2.0,Sawyer,Norm,Norm,1Fam,SLvl,4,9,1965,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.8725028398084707,1.4825494664808143,CBlock,1.2746243075610355,3.0,2.7219867696906777,6.0,648.0,4.119873494213048,0.0,0.0,648.0,GasA,4.0,1.0,SBrkr,960,0,0,1.0,1.0,0,0,0,1,0.9106778858731488,3,7.0,0,0.0,Attchd,1965.0,1.1946754417305403,1.0,364.0,2.11249557097178,3.0,2.0,88,0,0,0,0,0,0.08467418783409197,0.0,None,0,5,2006,WD ,Normal,Yes,42.033758,-93.669373,1.3349292651048121,3.8527525302174856,2.691497741514908,151.04166666666666
908186060,1072,5.161368002234974,PUD - MULTILEVEL - INCL SPLIT LEV/FOYER,RM,1.5440680443502757,15.063738678734387,1.0,None,3.0,Lvl,AllPub,Inside,2.0,Edwards,Norm,Norm,TwnhsE,SLvl,5,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,0.8725028398084707,2.0,PConc,2.754406441726428,2.4341454443074553,4.0,6.0,547.0,4.119873494213048,0.0,0.0,547.0,GasA,2.6953520732144733,1.0,SBrkr,1072,0,0,1.0,0.0,1,0,2,1,0.9106778858731488,5,7.0,0,0.0,Basment,2005.0,3.0,2.0,525.0,2.11249557097178,3.0,2.0,0,28,0,0,0,0,0.08467418783409197,0.0,None,0,5,2006,WD ,Normal,No,42.01894471883695,-93.67063993906507,1.4739721417743012,3.178898273691185,2.7560280202299623,135.26119402985074
527452290,1387,5.161368002234974,1-STORY 1946 & NEWER ALL STYLES,RL,1.8129133566428557,17.347203185756076,1.0,None,3.0,Lvl,AllPub,Inside,2.0,NAmes,Norm,Norm,1Fam,1Story,5,7,1967,1975,Hip,CompShg,MetalSd,MetalSd,None,0.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,2.4341454443074553,2.4316970238237707,3.1799343302297918,373.0,3.3605852767227464,108.0,462.0,943.0,GasA,2.191491427869529,1.0,SBrkr,1387,0,0,1.0,0.0,1,0,3,1,0.9106778858731488,6,7.0,1,1.8756322044586435,Attchd,1974.0,2.5752869056400822,1.0,300.0,2.11249557097178,3.0,2.0,0,0,240,0,0,0,0.08467418783409197,0.0,None,0,9,2006,WD ,Normal,Yes,42.04895500520409,-93.62913307832436,1.6572778048535055,4.051658190438382,1.6611216034205285,104.54217736121124
909275030,2002,5.161368002234974,DUPLEX - ALL STYLES AND AGES,RH,1.9138138523837167,16.748279809540893,1.0,None,3.0,HLS,AllPub,Inside,2.0,Crawfor,Norm,Norm,Duplex,2Story,5,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,2.4341454443074553,1.8576374438380683,2.7052722588006533,284.0,4.119873494213048,0.0,717.0,1001.0,GasA,2.191491427869529,0.0,FuseA,1001,1001,0,0.0,0.0,2,0,4,2,0.9106778858731488,8,7.0,0,0.0,2Types,1949.0,1.1946754417305403,3.0,871.0,2.11249557097178,3.0,2.0,0,0,0,0,0,0,0.08467418783409197,0.0,None,0,8,2007,WD ,Normal,Yes,42.020129,-93.64383199999999,0.5386634815773687,2.3321381925767213,1.39632968950367,72.42757242757244
534225110,1728,5.161368002234974,DUPLEX - ALL STYLES AND AGES,RL,1.8573324964312683,18.680478407635547,1.0,None,0.9017818831033207,Lvl,AllPub,Inside,2.0,NAmes,Norm,Norm,Duplex,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,2.4341454443074553,1.8576374438380683,3.3676872539035188,0.0,4.119873494213048,0.0,1728.0,1728.0,GasA,2.191491427869529,1.0,SBrkr,1728,0,0,0.0,0.0,2,0,6,2,0.9106778858731488,10,7.0,0,0.0,Detchd,1987.0,1.1946754417305403,2.0,576.0,2.11249557097178,3.0,2.0,0,0,0,0,0,0,0.08467418783409197,0.0,None,0,11,2008,WD ,Normal,No,42.04764304782165,-93.62458843657076,1.7086907616932292,3.946940537558108,1.5074183028587036,83.91203703703705
907135040,1097,5.161368002234974,1-STORY 1946 & NEWER ALL STYLES,RL,2.049218022670181,18.611988790505194,1.0,None,3.0,Lvl,AllPub,Corner,2.0,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.8725028398084707,2.0,PConc,2.754406441726428,2.4341454443074553,1.8576374438380683,3.3676872539035188,0.0,4.119873494213048,0.0,1097.0,1097.0,GasA,4.0,1.0,SBrkr,1097,0,0,0.0,0.0,1,1,3,1,0.9106778858731488,6,7.0,0,0.0,Attchd,1995.0,1.1946754417305403,2.0,672.0,2.11249557097178,3.0,2.0,392,64,0,0,0,0,0.08467418783409197,0.0,None,0,6,2009,WD ,Normal,Yes,42.01953551766572,-93.692728119483,2.5411040959829685,4.1525978101799925,3.8735442455539753,132.17866909753874
909253180,1477,5.161368002234974,1.5 STORY FINISHED ALL AGES,RL,1.7160033436347992,16.75973165614543,1.0,None,3.0,Lvl,AllPub,Inside,2.0,SWISU,Norm,Norm,1Fam,1.5Fin,7,7,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,0.8725028398084707,2.0,BrkTil,1.2746243075610355,2.4341454443074553,1.8576374438380683,3.3676872539035188,0.0,4.119873494213048,0.0,861.0,861.0,GasA,2.6953520732144733,1.0,SBrkr,877,600,0,0.0,1.0,2,0,3,1,0.9106778858731488,6,7.0,1,2.2533270170006707,Detchd,1928.0,1.1946754417305403,1.0,216.0,2.11249557097178,3.0,2.0,0,50,0,0,0,0,0.08467418783409197,0.0,None,0,8,2009,WD ,Normal,Yes,42.0167571632653,-93.64838344897959,0.7934464835669027,2.2628271447528228,1.6974508642215698,98.1719702098849
907125080,1100,5.161368002234974,1-STORY 1946 & NEWER ALL STYLES,RL,1.977723605288848,19.257590890617205,1.0,None,3.0,Lvl,AllPub,Corner,2.0,CollgCr,Norm,Norm,1Fam,1Story,5,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.8725028398084707,1.4825494664808143,PConc,2.754406441726428,2.4341454443074553,1.8576374438380683,3.3676872539035188,0.0,4.119873494213048,0.0,1100.0,1100.0,GasA,4.0,1.0,SBrkr,1100,0,0,0.0,0.0,1,1,3,1,0.9106778858731488,5,7.0,0,0.0,Attchd,1996.0,2.5752869056400822,2.0,462.0,2.11249557097178,3.0,2.0,0,0,0,0,0,0,0.08467418783409197,0.0,None,0,6,2006,WD ,Normal,No,42.022071081632646,-93.6920378979592,2.4719975151385194,4.209363313868784,3.8206930214339225,131.8181818181818
532377050,1040,5.161368002234974,1-STORY 1946 & NEWER ALL STYLES,RL,1.9242792860618816,17.330225066582887,1.0,None,3.0,Lvl,AllPub,Corner,2.0,Sawyer,Norm,Norm,1Fam,1Story,5,7,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,2.4341454443074553,1.8576374438380683,2.4720498500137325,812.0,4.119873494213048,0.0,228.0,1040.0,GasA,2.191491427869529,1.0,SBrkr,1040,0,0,1.0,0.0,1,1,3,1,0.9106778858731488,5,7.0,0,0.0,Detchd,1991.0,3.0,2.0,686.0,2.11249557097178,3.0,2.0,188,0,0,0,0,0,0.08467418783409197,0.0,None,0,6,2007,WD ,Normal,No,42.035684591836734,-93.67249157142857,1.5300724699219417,4.057410447687683,2.875985954119587,139.4230769230769
527250040,1056,5.161368002234974,2 FAMILY CONVERSION - ALL STYLES AND AGES,RL,2.0,23.036211918098985,1.0,None,3.0,Bnk,AllPub,Inside,2.0,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,2.4341454443074553,2.4316970238237707,2.4720498500137325,1056.0,4.119873494213048,0.0,0.0,1056.0,GasA,2.191491427869529,0.0,SBrkr,1056,0,0,1.0,0.0,1,0,3,1,0.9106778858731488,5,7.0,0,0.0,Attchd,1955.0,3.0,2.0,572.0,2.11249557097178,3.0,2.0,264,0,0,0,0,0,0.08467418783409197,0.0,None,0,1,2006,WD ,Normal,No,42.05670899093472,-93.62562088563766,2.2155286054649808,4.574174732730524,2.1309443449312777,137.31060606060606
907290250,848,5.161368002234974,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RM,1.8449674054872067,15.636285598375395,1.0,None,3.0,Lvl,AllPub,Inside,2.0,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,1.8265931494113017,2.0,PConc,2.754406441726428,2.4341454443074553,2.4316970238237707,6.0,662.0,4.119873494213048,0.0,186.0,848.0,GasA,4.0,1.0,SBrkr,848,0,0,1.0,0.0,1,0,1,1,2.2636393278340137,3,7.0,0,0.0,Attchd,2004.0,2.5752869056400822,2.0,420.0,2.11249557097178,3.0,2.0,140,0,0,0,0,0,0.08467418783409197,0.0,None,0,2,2008,WD ,Normal,No,42.016099097560975,-93.68359234146341,2.163826714187656,3.6263751063227305,3.448238396561472,170.99056603773585
534276070,1138,5.161368002234974,SPLIT OR MULTI-LEVEL,RL,1.8129133566428557,18.48786608879039,1.0,None,3.0,Lvl,AllPub,Inside,2.0,NAmes,Norm,Norm,1Fam,SLvl,6,8,1958,1958,Hip,CompShg,VinylSd,VinylSd,BrkFace,63.0,0.8725028398084707,1.4825494664808143,CBlock,1.2746243075610355,2.4341454443074553,2.7219867696906777,6.0,507.0,4.119873494213048,0.0,81.0,588.0,GasA,4.0,1.0,SBrkr,1138,0,0,0.0,1.0,1,0,3,1,0.9106778858731488,6,7.0,0,0.0,Attchd,1958.0,2.5752869056400822,1.0,264.0,2.11249557097178,3.0,2.0,224,0,0,0,0,0,0.08467418783409197,1.0,None,0,6,2007,WD ,Normal,No,42.04402466064136,-93.62312652643324,1.5693005412939989,3.695490223138032,1.2472970380087491,127.41652021089632
905226110,1721,5.161368002234974,2 FAMILY CONVERSION - ALL STYLES AND AGES,RL,1.953105612240588,18.504547844445526,1.0,None,3.0,Lvl,AllPub,Corner,2.0,ClearCr,Norm,Norm,1Fam,1Story,5,3,1960,1960,Flat,Tar&Grv,Plywood,Plywood,Stone,275.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,2.4341454443074553,2.4316970238237707,2.4720498500137325,988.0,4.119873494213048,0.0,0.0,988.0,GasA,2.6953520732144733,1.0,SBrkr,1721,0,0,1.0,0.0,2,0,3,1,0.9106778858731488,7,5.727753888212493,2,1.8756322044586435,Basment,1960.0,1.1946754417305403,2.0,626.0,2.11249557097178,3.0,2.0,50,84,0,0,0,0,0.08467418783409197,0.0,None,0,12,2008,WD ,Abnorml,No,42.03266153193981,-93.66098447742898,0.9025049571463084,3.532993672361675,2.253364701259552,84.253341080767
907135260,990,5.161368002234974,1-STORY 1946 & NEWER ALL STYLES,RL,1.7558748556724917,18.051521143781567,1.0,None,0.0037911103834481494,Lvl,AllPub,Inside,2.0,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.8725028398084707,2.0,PConc,2.754406441726428,2.4341454443074553,1.8576374438380683,6.0,686.0,4.119873494213048,0.0,304.0,990.0,GasA,4.0,1.0,SBrkr,990,0,0,0.0,1.0,1,0,3,1,0.9106778858731488,5,7.0,0,0.0,Detchd,1996.0,1.1946754417305403,2.0,672.0,2.11249557097178,3.0,2.0,0,0,0,0,0,0,0.08467418783409197,0.0,None,0,2,2008,WD ,Normal,Yes,42.01968361807216,-93.6925101521455,2.527864145922805,4.147728161886906,3.8611731973629606,146.46464646464648
531452070,1332,5.161368002234974,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,1.6989700043360187,17.193039115588117,1.0,None,3.0,Lvl,AllPub,Inside,2.0,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,CompShg,Plywood,ImStucc,None,0.0,1.8265931494113017,2.0,PConc,2.754406441726428,2.4341454443074553,1.8576374438380683,3.3676872539035188,0.0,4.119873494213048,0.0,1332.0,1332.0,GasA,2.6953520732144733,1.0,SBrkr,1332,0,0,0.0,0.0,2,0,2,1,2.2636393278340137,5,7.0,0,0.0,Attchd,1990.0,2.5752869056400822,2.0,542.0,2.11249557097178,3.0,2.0,0,60,0,0,0,0,0.08467418783409197,0.0,None,0,2,2009,WD ,Normal,Yes,42.03552981169622,-93.68623304546637,2.203649090542604,4.535018089163311,3.5667353989564194,108.85885885885885
535152250,1314,5.161368002234974,1-STORY 1946 & NEWER ALL STYLES,RL,1.845098040014257,17.723423555143313,1.0,None,3.0,Lvl,AllPub,Inside,2.0,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1957,Gable,CompShg,MetalSd,MetalSd,None,0.0,0.8725028398084707,1.4825494664808143,CBlock,1.2746243075610355,2.4341454443074553,1.8576374438380683,2.4720498500137325,922.0,4.119873494213048,0.0,392.0,1314.0,GasA,2.191491427869529,1.0,SBrkr,1314,0,0,1.0,0.0,1,0,3,1,0.9106778858731488,5,7.0,0,0.0,Attchd,1957.0,2.5752869056400822,1.0,294.0,2.11249557097178,3.0,2.0,250,0,0,0,0,0,0.08467418783409197,0.0,None,0,6,2010,WD ,Normal,No,42.04495999930424,-93.61858843321251,1.7838095735713442,3.7639587008380215,1.2841708227629902,110.35007610350077
535350030,1086,5.161068385471174,1-STORY 1946 & NEWER ALL STYLES,RL,1.9294189257142929,18.39247205384509,1.0,None,3.0,Lvl,AllPub,Inside,2.0,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,2.4341454443074553,1.8576374438380683,3.1799343302297918,320.0,2.846509497886503,362.0,404.0,1086.0,GasA,2.6953520732144733,1.0,SBrkr,1086,0,0,1.0,0.0,1,0,3,1,0.9106778858731488,6,7.0,0,0.0,Attchd,1989.0,1.1946754417305403,2.0,490.0,2.11249557097178,3.0,2.0,0,0,0,0,0,0,0.08467418783409197,0.6816695427368913,None,0,5,2010,WD ,Normal,Yes,42.038242857142855,-93.61898336734694,1.5006417833119563,3.299912647631664,0.8217341694257987,133.42541436464091
905201020,960,5.161068385471174,1-STORY 1946 & NEWER ALL STYLES,RL,1.9731278535996983,18.04928454406488,1.0,None,3.0,Lvl,AllPub,Inside,2.0,Sawyer,Feedr,Norm,1Fam,1Story,5,8,1963,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.8725028398084707,1.4825494664808143,CBlock,1.2746243075610355,2.4341454443074553,1.8576374438380683,6.0,634.0,4.119873494213048,0.0,326.0,960.0,GasA,4.0,1.0,SBrkr,960,0,0,1.0,0.0,1,0,3,1,2.2636393278340137,6,7.0,0,0.0,Attchd,1963.0,3.0,1.0,300.0,2.11249557097178,3.0,2.0,168,0,0,0,0,0,0.08467418783409197,0.0,None,0,5,2008,WD ,Normal,Yes,42.0344073877551,-93.66391167346941,1.0881260016055176,3.718061147144049,2.426025805328362,150.9375
909282130,1112,5.160768561861128,1-STORY 1946 & NEWER ALL STYLES,RL,1.845098040014257,17.99711518511076,1.0,None,3.0,Lvl,AllPub,Inside,2.0,Crawfor,Feedr,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,None,0.0,0.8725028398084707,1.4825494664808143,BrkTil,1.2746243075610355,2.4341454443074553,2.4316970238237707,2.4720498500137325,154.0,4.065812977901225,694.0,264.0,1112.0,GasA,4.0,1.0,SBrkr,1112,0,0,1.0,0.0,1,0,2,1,0.9106778858731488,6,7.0,1,2.2533270170006707,Attchd,1954.0,1.1946754417305403,1.0,390.0,2.11249557097178,3.0,2.0,0,0,0,0,0,0,0.08467418783409197,0.6756228875617447,None,0,10,2009,WD ,Family,No,42.01604345103652,-93.63947253148343,0.8611748633541461,1.978018855378181,1.3137898811274065,130.21582733812951
535475010,1806,5.160618572399474,2-STORY 1946 & NEWER,RL,1.8808135922807916,17.37208876390589,1.0,None,3.0,Lvl,AllPub,Corner,2.0,NAmes,Norm,Norm,1Fam,2Story,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,420.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,2.4341454443074553,1.8576374438380683,3.3676872539035188,0.0,4.119873494213048,0.0,780.0,780.0,GasA,2.191491427869529,1.0,SBrkr,993,813,0,0.0,0.0,1,1,4,1,0.9106778858731488,8,7.0,0,0.0,Attchd,1964.0,1.1946754417305403,2.0,483.0,2.11249557097178,3.0,2.0,0,55,0,0,0,0,0.08467418783409197,0.0,None,0,3,2009,WD ,Normal,No,42.03700275757576,-93.60502910101008,2.132803964213586,3.328309055683184,0.9931456143475966,80.14950166112956
905426200,1074,5.159867847092566,1-STORY 1946 & NEWER ALL STYLES,RL,1.8129133566428557,18.80823968453691,1.0,None,3.0,Lvl,AllPub,Inside,2.0,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,1987,Gable,CompShg,Wd Sdng,Plywood,None,0.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,2.4341454443074553,1.8576374438380683,6.0,104.0,3.3605852767227464,387.0,172.0,663.0,GasA,4.0,1.0,SBrkr,1074,0,0,1.0,0.0,1,0,3,1,2.2636393278340137,6,7.0,1,1.8756322044586435,Attchd,1987.0,1.1946754417305403,1.0,467.0,2.11249557097178,3.0,2.0,0,52,52,0,0,0,0.08467418783409197,0.6756228875617447,None,0,6,2010,WD ,Normal,Yes,42.02654288104371,-93.66374178824336,0.9872681571682412,3.2849383394568505,2.353006544985247,134.5437616387337
908275300,1526,5.159867847092566,1-STORY 1946 & NEWER ALL STYLES,RL,1.8325089127062364,17.78847041571899,1.0,None,3.0,Lvl,AllPub,Inside,1.0809763062605158,Edwards,Norm,Norm,1Fam,1Story,5,6,1957,2002,Hip,CompShg,HdBoard,HdBoard,Stone,145.0,0.8725028398084707,2.0,CBlock,1.2746243075610355,2.4341454443074553,2.7219867696906777,2.4720498500137325,383.0,4.119873494213048,0.0,833.0,1216.0,GasA,4.0,1.0,FuseA,1526,0,0,0.0,0.0,1,0,4,1,0.9106778858731488,7,6.49325756947896,1,2.2533270170006707,Basment,1957.0,1.1946754417305403,1.0,364.0,2.11249557097178,3.0,2.0,116,78,0,0,0,0,0.08467418783409197,0.0,None,0,5,2010,WD ,Normal,Yes,42.017729714285714,-93.66214257142856,1.1422006959965771,2.790653649248116,2.3476293414879916,94.69200524246395
907425035,848,5.159867847092566,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RM,1.8449674054872067,15.644729640577298,1.0,None,3.0,Lvl,AllPub,Inside,2.0,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,1.8265931494113017,2.0,PConc,2.754406441726428,2.4341454443074553,4.0,6.0,662.0,4.119873494213048,0.0,186.0,848.0,GasA,4.0,1.0,SBrkr,848,0,0,1.0,0.0,1,0,1,1,2.2636393278340137,4,7.0,1,2.2533270170006707,Attchd,2004.0,3.0,2.0,420.0,2.11249557097178,3.0,2.0,140,0,0,0,0,0,0.08467418783409197,0.0,None,0,6,2008,ConLD,Normal,No,42.01611544395717,-93.68156368298719,2.0670464526448162,3.536121373746957,3.345890247851668,170.4009433962264
902303100,1650,5.158663980813988,1.5 STORY FINISHED ALL AGES,RM,1.7481880270062005,17.722613753617882,1.0,Grvl,3.0,Lvl,AllPub,Inside,2.0,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1910,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,0.8725028398084707,2.0,CBlock,2.754406441726428,3.0,1.8576374438380683,2.7052722588006533,259.0,4.119873494213048,0.0,667.0,926.0,GasA,2.191491427869529,1.0,SBrkr,991,659,0,0.0,0.0,2,0,3,1,0.9106778858731488,6,7.0,0,0.0,Detchd,1979.0,1.1946754417305403,2.0,468.0,2.11249557097178,3.0,0.0,128,103,0,0,0,0,0.08467418783409197,0.0,None,0,11,2007,WD ,Normal,Yes,42.02795584333696,-93.6186268970768,1.3388138311355913,2.5921763431359124,0.11461538007012592,87.33333333333331
